File_ID,Province,Lender,Refi_Type,Professional,Disbursement,Date_Received,Maturity_Date,Date_Funded,Delay_Reason,Funds_Confirmed
FCT-729088,QC,RBC,Internal,Maitre Belanger,221119,2025-02-03,2025-02-21,2025-02-18,None,Yes
FCT-729089,QC,RBC,Internal,Maitre Cote,665612,2025-04-18,2025-04-25,2025-04-30,None,Yes
FCT-729090,BC,NBC,Internal,Smith & Co,339801,2025-01-07,2025-01-23,2025-01-24,None,Yes
FCT-729091,QC,BMO,Internal,Maitre Cote,227941,2025-10-05,2025-10-15,2025-10-18,None,Yes
FCT-729092,QC,RBC,Internal,Maitre Belanger,372615,2025-09-09,2025-09-19,2025-09-29,Lender: Missing Docs,Yes
FCT-729093,BC,TD,External,Smith & Co,647768,2025-10-06,2025-10-21,2025-10-26,External: Payout Delay,Yes
FCT-729094,QC,RBC,External,Maitre Cote,506515,2025-10-07,2025-10-18,2025-10-31,External: Payout Delay,Yes
FCT-729095,QC,NBC,Internal,Maitre Cote,313475,2025-06-01,2025-06-07,2025-06-15,None,Yes
FCT-729096,QC,TD,Internal,Maitre Tremblay,242337,2026-01-23,2026-01-30,2026-02-07,None,Yes
FCT-729097,QC,RBC,Internal,Maitre Belanger,736237,2025-10-25,2025-11-04,2025-11-14,Lender: Missing Docs,Yes
FCT-729098,QC,NBC,Internal,Maitre Belanger,515831,2025-11-15,2025-11-22,2025-12-02,None,Yes
FCT-729099,ON,Fairstone,Internal,Ontario Title Law,430780,2025-11-28,2025-12-05,2025-12-01,None (Pre-scheduled),Yes
FCT-729100,QC,NBC,Internal,Maitre Cote,530938,2025-04-30,2025-05-05,2025-05-21,Lender: Missing Docs,Yes
FCT-729101,ON,ScotiaBank,Internal,Smith & Co,293305,2025-05-15,2025-06-05,2025-05-28,None,Yes
FCT-729102,ON,ScotiaBank,Internal,Maritime Legal,345787,2025-05-24,2025-05-30,2025-06-06,None,Yes
FCT-729103,QC,RBC,Internal,Maitre Lavoie,437435,2025-12-08,2025-12-26,2025-12-20,None,Yes
FCT-729104,QC,BMO,Internal,Maitre Lavoie,327466,2026-01-16,2026-02-01,2026-02-01,None,Yes
FCT-729105,AB,RBC,Internal,Maritime Legal,479075,2026-01-31,2026-02-07,2026-02-12,None,Yes
FCT-729106,QC,Fairstone,External,Maitre Cote,735211,2025-02-18,2025-03-04,2025-02-20,None (Pre-scheduled),Yes
FCT-729107,NS,TD,Internal,West Coast Legal,527728,2025-01-02,2025-01-09,2025-01-15,None,Yes
FCT-729108,ON,NBC,Internal,Maritime Legal,688778,2025-04-24,2025-05-01,2025-05-11,None,Yes
FCT-729109,QC,ScotiaBank,Internal,Maitre Lavoie,604815,2025-08-02,2025-08-10,2025-08-14,None,Yes
FCT-729110,ON,RBC,External,Smith & Co,592022,2025-06-18,2025-07-01,2025-07-07,External: Payout Delay,Yes
FCT-729111,ON,RBC,Internal,Ontario Title Law,163009,2025-11-04,2025-11-21,2025-11-16,None,Yes
FCT-729112,QC,RBC,Internal,Maitre Lavoie,594923,2025-08-14,2025-08-26,2025-08-28,None,Yes
FCT-729113,QC,RBC,External,Maitre Lavoie,237896,2025-11-19,2025-11-27,2025-12-13,External: Payout Delay,Yes
FCT-729114,ON,RBC,Internal,Ontario Title Law,227441,2025-03-12,2025-04-02,2025-03-27,None,Yes
FCT-729115,NS,TD,External,Maritime Legal,236815,2026-01-25,2026-02-12,2026-02-18,External: Payout Delay,Yes
FCT-729116,ON,NBC,Internal,Maritime Legal,335961,2025-09-09,2025-09-30,2025-09-23,None,Yes
FCT-729117,QC,ScotiaBank,Internal,Maitre Cote,209185,2025-10-07,2025-10-27,2025-10-21,None,Yes
FCT-729118,ON,ScotiaBank,External,Ontario Title Law,551200,2025-08-13,2025-08-28,2025-09-03,External: Payout Delay,Yes
FCT-729119,QC,ScotiaBank,Internal,Maitre Lavoie,457674,2026-01-28,2026-02-18,2026-02-13,None,Yes
FCT-729120,QC,RBC,Internal,Maitre Cote,647826,2025-03-26,2025-04-07,2025-04-08,None,Yes
FCT-729121,NS,BMO,Internal,Smith & Co,462195,2025-10-09,2025-10-18,2025-10-26,None,Yes
FCT-729122,ON,NBC,Internal,West Coast Legal,593720,2025-05-21,2025-06-11,2025-06-06,None,Yes
FCT-729123,ON,TD,Internal,Maritime Legal,325098,2025-06-22,2025-07-07,2025-07-06,None,Yes
FCT-729124,AB,TD,Internal,Smith & Co,643843,2025-02-04,2025-02-25,2025-02-18,None,Yes
FCT-729125,BC,Fairstone,Internal,Ontario Title Law,458287,2025-02-15,2025-03-01,2025-02-17,None (Pre-scheduled),Yes
FCT-729126,QC,NBC,External,Maitre Lavoie,504176,2026-01-25,2026-02-03,2026-02-17,External: Payout Delay,Yes
FCT-729127,QC,RBC,External,Maitre Tremblay,736066,2025-11-26,2025-12-08,2025-12-19,External: Payout Delay,Yes
FCT-729128,ON,TD,External,Ontario Title Law,342723,2025-04-13,2025-04-26,2025-05-04,External: Payout Delay,Yes
FCT-729129,QC,TD,Internal,Maitre Cote,406545,2025-03-26,2025-04-12,2025-04-11,None,Yes
FCT-729130,AB,Fairstone,Internal,West Coast Legal,525387,2025-10-02,2025-10-21,2025-10-05,None (Pre-scheduled),Yes
FCT-729131,QC,NBC,Internal,Maitre Tremblay,748968,2025-05-14,2025-05-30,2025-06-04,Lender: Missing Docs,Yes
FCT-729132,ON,TD,External,West Coast Legal,255406,2025-11-18,2025-12-04,2025-12-11,External: Payout Delay,Yes
FCT-729133,QC,Fairstone,Internal,Maitre Lavoie,339827,2025-01-19,2025-02-05,2025-01-21,None (Pre-scheduled),Yes
FCT-729134,ON,BMO,Internal,Maritime Legal,556772,2025-08-29,2025-09-13,2025-09-11,None,Yes
FCT-729135,QC,BMO,Internal,Maitre Lavoie,548055,2025-08-07,2025-08-26,2025-08-22,None,Yes
FCT-729136,QC,NBC,Internal,Maitre Lavoie,405669,2025-02-05,2025-02-22,2025-02-26,Lender: Missing Docs,Yes
FCT-729137,QC,NBC,External,Maitre Cote,235090,2025-07-25,2025-08-08,2025-08-18,External: Payout Delay,Yes
FCT-729138,QC,Fairstone,Internal,Maitre Tremblay,414602,2025-12-02,2025-12-10,2025-12-04,None (Pre-scheduled),Yes
FCT-729139,ON,TD,Internal,Maritime Legal,592643,2025-05-27,2025-06-05,2025-06-12,None,Yes
FCT-729140,BC,ScotiaBank,Internal,West Coast Legal,712389,2025-09-20,2025-10-10,2025-10-07,None,Yes
FCT-729141,QC,TD,External,Maitre Cote,578874,2025-02-01,2025-02-16,2025-02-25,External: Payout Delay,Yes
FCT-729142,ON,NBC,External,Maritime Legal,704004,2025-04-05,2025-04-16,2025-04-27,External: Payout Delay,Yes
FCT-729143,QC,BMO,Internal,Maitre Tremblay,506318,2025-10-15,2025-11-05,2025-10-30,None,Yes
FCT-729144,QC,RBC,External,Maitre Lavoie,239769,2025-09-06,2025-09-15,2025-09-28,External: Payout Delay,Yes
FCT-729145,QC,TD,External,Maitre Cote,559305,2025-06-07,2025-06-26,2025-06-30,External: Payout Delay,Yes
FCT-729146,QC,Fairstone,Internal,Maitre Belanger,198806,2025-08-25,2025-09-03,2025-08-28,None (Pre-scheduled),Yes
FCT-729147,BC,Fairstone,Internal,Ontario Title Law,356166,2025-11-06,2025-11-19,2025-11-08,None (Pre-scheduled),Yes
FCT-729148,QC,TD,Internal,Maitre Tremblay,707799,2025-04-18,2025-05-04,2025-04-30,None,Yes
FCT-729149,QC,Fairstone,Internal,Maitre Cote,703298,2025-08-17,2025-08-23,2025-08-19,None (Pre-scheduled),Yes
FCT-729150,QC,Fairstone,Internal,Maitre Lavoie,587920,2025-04-30,2025-05-07,2025-05-03,None (Pre-scheduled),Yes
FCT-729151,AB,NBC,Internal,Ontario Title Law,292858,2025-09-20,2025-10-01,2025-10-04,None,Yes
FCT-729152,NB,Fairstone,Internal,Ontario Title Law,430809,2025-11-21,2025-11-29,2025-11-24,None (Pre-scheduled),Yes
FCT-729153,QC,TD,Internal,Maitre Belanger,740796,2025-07-11,2025-07-29,2025-07-27,None,Yes
FCT-729154,ON,RBC,External,West Coast Legal,616970,2025-05-17,2025-05-31,2025-06-07,External: Payout Delay,Yes
FCT-729155,BC,BMO,External,West Coast Legal,165156,2025-12-10,2025-12-30,2026-01-03,External: Payout Delay,Yes
FCT-729156,QC,ScotiaBank,Internal,Maitre Belanger,158870,2025-10-09,2025-10-15,2025-10-22,None,Yes
FCT-729157,ON,NBC,Internal,West Coast Legal,606058,2025-05-13,2025-05-29,2025-05-27,None,Yes
FCT-729158,QC,NBC,Internal,Maitre Lavoie,613254,2025-05-01,2025-05-17,2025-05-14,None,Yes
FCT-729159,BC,RBC,External,Ontario Title Law,198170,2025-03-21,2025-03-28,2025-04-14,External: Payout Delay,Yes
FCT-729160,NB,TD,Internal,Ontario Title Law,566705,2025-02-07,2025-02-18,2025-02-21,None,Yes
FCT-729161,NS,BMO,Internal,Maritime Legal,609856,2025-07-08,2025-07-17,2025-07-22,None,Yes
FCT-729162,QC,RBC,Internal,Maitre Tremblay,209702,2025-03-11,2025-03-28,2025-03-26,None,Yes
FCT-729163,ON,RBC,Internal,Maritime Legal,482427,2025-10-18,2025-10-23,2025-11-03,None,Yes
FCT-729164,QC,TD,Internal,Maitre Tremblay,282862,2025-07-03,2025-07-16,2025-07-20,None,Yes
FCT-729165,ON,BMO,Internal,West Coast Legal,320667,2025-11-21,2025-12-08,2025-12-04,None,Yes
FCT-729166,QC,RBC,Internal,Maitre Belanger,248353,2025-01-05,2025-01-22,2025-01-21,None,Yes
FCT-729167,QC,NBC,Internal,Maitre Tremblay,442927,2025-03-08,2025-03-19,2025-03-25,None,Yes
FCT-729168,AB,NBC,Internal,Maritime Legal,644756,2026-01-02,2026-01-14,2026-01-14,None,Yes
FCT-729169,QC,RBC,Internal,Maitre Cote,581907,2026-01-20,2026-02-10,2026-02-03,None,Yes
FCT-729170,QC,RBC,Internal,Maitre Tremblay,586528,2025-06-29,2025-07-19,2025-07-16,None,Yes
FCT-729171,QC,RBC,Internal,Maitre Tremblay,512502,2025-04-16,2025-04-26,2025-04-28,None,Yes
FCT-729172,QC,TD,External,Maitre Tremblay,428444,2025-07-15,2025-07-30,2025-08-04,External: Payout Delay,Yes
FCT-729173,ON,NBC,Internal,West Coast Legal,740617,2026-01-02,2026-01-09,2026-01-14,None,Yes
FCT-729174,QC,TD,Internal,Maitre Tremblay,451732,2025-01-12,2025-01-30,2025-01-26,None,Yes
FCT-729175,AB,Fairstone,External,Maritime Legal,568013,2025-11-23,2025-12-11,2025-11-26,None (Pre-scheduled),Yes
FCT-729176,NS,BMO,Internal,Maritime Legal,670817,2025-01-21,2025-02-11,2025-02-03,None,Yes
FCT-729177,ON,Fairstone,Internal,Maritime Legal,547170,2025-11-26,2025-12-16,2025-11-28,None (Pre-scheduled),Yes
FCT-729178,QC,ScotiaBank,External,Maitre Belanger,293444,2025-10-26,2025-11-10,2025-11-18,External: Payout Delay,Yes
FCT-729179,NB,BMO,External,Maritime Legal,441860,2026-01-21,2026-02-03,2026-02-09,External: Payout Delay,Yes
FCT-729180,QC,TD,Internal,Maitre Tremblay,433225,2025-03-12,2025-03-27,2025-03-24,None,Yes
FCT-729181,QC,TD,Internal,Maitre Cote,255700,2025-03-24,2025-04-09,2025-04-10,None,Yes
FCT-729182,AB,Fairstone,Internal,Smith & Co,363124,2025-04-10,2025-04-19,2025-04-12,None (Pre-scheduled),Yes
FCT-729183,ON,NBC,Internal,Ontario Title Law,697550,2025-06-19,2025-06-24,2025-07-02,None,Yes
FCT-729184,NB,TD,External,Smith & Co,591574,2026-01-02,2026-01-07,2026-01-23,External: Payout Delay,Yes
FCT-729185,QC,RBC,External,Maitre Cote,151641,2025-05-24,2025-06-09,2025-06-13,External: Payout Delay,Yes
FCT-729186,QC,Fairstone,Internal,Maitre Cote,231250,2025-07-10,2025-07-15,2025-07-13,None (Pre-scheduled),Yes
FCT-729187,BC,Fairstone,Internal,West Coast Legal,651877,2025-03-05,2025-03-23,2025-03-07,None (Pre-scheduled),Yes
FCT-729188,AB,TD,External,Smith & Co,723145,2025-06-03,2025-06-14,2025-06-24,External: Payout Delay,Yes
FCT-729189,ON,NBC,Internal,Ontario Title Law,576283,2025-03-17,2025-03-27,2025-04-03,None,Yes
FCT-729190,ON,TD,Internal,West Coast Legal,489155,2025-01-25,2025-01-31,2025-02-07,None,Yes
FCT-729191,NS,TD,Internal,Maritime Legal,389134,2025-08-28,2025-09-18,2025-09-14,None,Yes
FCT-729192,QC,Fairstone,Internal,Maitre Tremblay,697590,2025-07-04,2025-07-20,2025-07-07,None (Pre-scheduled),Yes
FCT-729193,QC,NBC,External,Maitre Belanger,697004,2025-01-23,2025-01-30,2025-02-11,External: Payout Delay,Yes
FCT-729194,QC,TD,Internal,Maitre Cote,308872,2025-03-05,2025-03-12,2025-03-21,None,Yes
FCT-729195,QC,BMO,Internal,Maitre Cote,309695,2025-09-01,2025-09-13,2025-09-16,None,Yes
FCT-729196,ON,NBC,Internal,Smith & Co,212513,2025-10-30,2025-11-17,2025-11-23,Internal: Processing Backlog,Yes
FCT-729197,QC,ScotiaBank,Internal,Maitre Belanger,499573,2025-07-29,2025-08-15,2025-08-12,None,Yes
FCT-729198,BC,Fairstone,External,Smith & Co,495968,2025-12-07,2025-12-22,2025-12-10,None (Pre-scheduled),Yes
FCT-729199,QC,RBC,External,Maitre Lavoie,466149,2025-05-07,2025-05-13,2025-06-05,Lender: Missing Docs,Yes
FCT-729200,QC,RBC,Internal,Maitre Tremblay,399186,2025-01-10,2025-01-19,2025-01-24,None,Yes
FCT-729201,ON,NBC,Internal,Maritime Legal,727759,2025-07-19,2025-07-30,2025-08-01,None,Yes
FCT-729202,BC,NBC,Internal,Ontario Title Law,706678,2025-02-27,2025-03-04,2025-03-16,None,Yes
FCT-729203,BC,RBC,Internal,West Coast Legal,482457,2025-05-09,2025-05-29,2025-05-24,None,Yes
FCT-729204,ON,RBC,Internal,Maritime Legal,402937,2025-09-25,2025-10-03,2025-10-09,None,Yes
FCT-729205,AB,RBC,Internal,Ontario Title Law,241230,2025-01-16,2025-02-01,2025-01-29,None,Yes
FCT-729206,QC,ScotiaBank,External,Maitre Lavoie,413291,2025-05-05,2025-05-14,2025-05-28,External: Payout Delay,Yes
FCT-729207,BC,ScotiaBank,Internal,West Coast Legal,562392,2026-01-07,2026-01-16,2026-01-23,None,Yes
FCT-729208,NS,TD,External,West Coast Legal,702011,2025-08-18,2025-09-03,2025-09-06,External: Payout Delay,Yes
FCT-729209,AB,Fairstone,Internal,Maritime Legal,631721,2025-08-07,2025-08-18,2025-08-09,None (Pre-scheduled),Yes
FCT-729210,QC,ScotiaBank,External,Maitre Tremblay,325151,2025-05-23,2025-06-05,2025-06-14,External: Payout Delay,Yes
FCT-729211,ON,ScotiaBank,External,West Coast Legal,728776,2025-05-25,2025-06-12,2025-06-15,External: Payout Delay,Yes
FCT-729212,QC,TD,External,Maitre Cote,473670,2025-06-16,2025-07-06,2025-07-06,External: Payout Delay,Yes
FCT-729213,NS,NBC,External,Smith & Co,599720,2025-08-14,2025-08-21,2025-09-06,External: Payout Delay,Yes
FCT-729214,QC,NBC,Internal,Maitre Belanger,452980,2025-06-25,2025-07-03,2025-07-19,Internal: Processing Backlog,Yes
FCT-729215,QC,ScotiaBank,External,Maitre Belanger,632227,2025-07-16,2025-08-05,2025-08-07,External: Payout Delay,Yes
FCT-729216,ON,TD,External,Smith & Co,612930,2025-06-08,2025-06-25,2025-06-29,External: Payout Delay,Yes
FCT-729217,QC,RBC,Internal,Maitre Tremblay,637119,2025-08-30,2025-09-13,2025-09-21,Lender: Missing Docs,Yes
FCT-729218,ON,BMO,External,Maritime Legal,557412,2025-01-29,2025-02-09,2025-03-04,External: Payout Delay,Yes
FCT-729219,QC,Fairstone,External,Maitre Tremblay,385286,2025-09-19,2025-10-07,2025-09-22,None (Pre-scheduled),Yes
FCT-729220,QC,BMO,Internal,Maitre Lavoie,559149,2025-07-27,2025-08-09,2025-08-08,None,Yes
FCT-729221,QC,Fairstone,Internal,Maitre Tremblay,714850,2025-09-27,2025-10-09,2025-09-29,None (Pre-scheduled),Yes
FCT-729222,QC,Fairstone,External,Maitre Tremblay,218160,2025-03-08,2025-03-26,2025-03-10,None (Pre-scheduled),Yes
FCT-729223,ON,NBC,External,West Coast Legal,301858,2025-03-28,2025-04-09,2025-04-17,External: Payout Delay,Yes
FCT-729224,BC,BMO,Internal,Ontario Title Law,338875,2025-09-18,2025-10-01,2025-10-05,None,Yes
FCT-729225,QC,TD,External,Maitre Belanger,337014,2025-12-03,2025-12-08,2026-01-01,External: Payout Delay,Yes
FCT-729226,QC,ScotiaBank,Internal,Maitre Lavoie,671075,2025-06-29,2025-07-07,2025-07-11,None,Yes
FCT-729227,NS,BMO,Internal,Ontario Title Law,437323,2025-04-10,2025-04-15,2025-04-24,None,Yes
FCT-729228,QC,ScotiaBank,Internal,Maitre Cote,584377,2025-04-10,2025-04-30,2025-04-29,Lender: Missing Docs,Yes
FCT-729229,QC,BMO,Internal,Maitre Cote,678493,2025-12-24,2026-01-02,2026-01-08,None,Yes
FCT-729230,AB,ScotiaBank,External,Ontario Title Law,438508,2025-09-25,2025-10-05,2025-10-16,External: Payout Delay,Yes
FCT-729231,QC,TD,External,Maitre Cote,325987,2025-04-03,2025-04-22,2025-04-25,External: Payout Delay,Yes
FCT-729232,QC,Fairstone,Internal,Maitre Tremblay,322142,2025-02-12,2025-03-05,2025-02-14,None (Pre-scheduled),Yes
FCT-729233,ON,RBC,External,West Coast Legal,707658,2025-01-31,2025-02-18,2025-02-21,External: Payout Delay,Yes
FCT-729234,QC,TD,Internal,Maitre Belanger,552083,2025-08-27,2025-09-15,2025-09-15,Lender: Missing Docs,Yes
FCT-729235,ON,BMO,Internal,West Coast Legal,222194,2025-07-26,2025-08-03,2025-08-07,None,Yes
FCT-729236,ON,ScotiaBank,Internal,Maritime Legal,731529,2025-11-16,2025-12-04,2025-12-01,None,Yes
FCT-729237,BC,ScotiaBank,External,Ontario Title Law,471705,2025-03-16,2025-04-06,2025-04-09,External: Payout Delay,Yes
FCT-729238,BC,Fairstone,Internal,Maritime Legal,361649,2025-06-15,2025-07-06,2025-06-17,None (Pre-scheduled),Yes
FCT-729239,ON,RBC,External,Smith & Co,387918,2026-01-10,2026-01-15,2026-02-03,External: Payout Delay,Yes
FCT-729240,NS,BMO,Internal,Maritime Legal,275687,2025-09-13,2025-09-29,2025-09-30,None,Yes
FCT-729241,QC,RBC,Internal,Maitre Belanger,605587,2025-02-17,2025-03-01,2025-03-06,None,Yes
FCT-729242,ON,RBC,External,West Coast Legal,448524,2025-07-10,2025-07-24,2025-08-02,External: Payout Delay,Yes
FCT-729243,QC,NBC,External,Maitre Lavoie,504536,2025-07-28,2025-08-18,2025-08-20,External: Payout Delay,Yes
FCT-729244,QC,NBC,Internal,Maitre Cote,341381,2025-05-13,2025-05-30,2025-05-25,None,Yes
FCT-729245,QC,TD,Internal,Maitre Belanger,479326,2025-09-11,2025-10-02,2025-09-25,None,Yes
FCT-729246,ON,RBC,External,Maritime Legal,612069,2025-05-05,2025-05-14,2025-05-26,External: Payout Delay,Yes
FCT-729247,ON,BMO,External,Maritime Legal,328608,2025-10-09,2025-10-29,2025-10-31,External: Payout Delay,Yes
FCT-729248,BC,Fairstone,Internal,Ontario Title Law,414817,2025-11-19,2025-11-29,2025-11-21,None (Pre-scheduled),Yes
FCT-729249,QC,RBC,External,Maitre Lavoie,151162,2025-11-14,2025-11-25,2025-12-07,External: Payout Delay,Yes
FCT-729250,BC,RBC,External,Smith & Co,513733,2025-01-14,2025-02-02,2025-02-05,External: Payout Delay,Yes
FCT-729251,ON,ScotiaBank,Internal,Ontario Title Law,713753,2025-11-28,2025-12-07,2025-12-14,None,No - Bank Dispute
FCT-729252,QC,ScotiaBank,External,Maitre Belanger,185158,2025-07-23,2025-08-09,2025-08-12,External: Payout Delay,Yes
FCT-729253,QC,NBC,Internal,Maitre Cote,677553,2025-12-19,2025-12-25,2026-01-04,None,Yes
FCT-729254,ON,BMO,Internal,Smith & Co,725580,2025-02-09,2025-02-27,2025-02-26,None,Yes
FCT-729255,BC,TD,Internal,Smith & Co,433190,2025-07-23,2025-08-13,2025-08-08,None,Yes
FCT-729256,QC,TD,Internal,Maitre Lavoie,697228,2025-01-20,2025-01-29,2025-02-03,None,Yes
FCT-729257,AB,RBC,Internal,Ontario Title Law,689611,2025-02-17,2025-03-08,2025-03-11,Internal: Processing Backlog,Yes
FCT-729258,ON,ScotiaBank,Internal,West Coast Legal,218207,2025-09-24,2025-10-07,2025-10-06,None,Yes
FCT-729259,AB,BMO,Internal,Maritime Legal,684263,2025-03-31,2025-04-08,2025-04-17,None,Yes
FCT-729260,ON,RBC,Internal,Ontario Title Law,272711,2025-06-22,2025-07-05,2025-07-07,None,No - Bank Dispute
FCT-729261,NS,RBC,Internal,Ontario Title Law,677274,2025-11-10,2025-11-18,2025-11-27,None,Yes
FCT-729262,ON,NBC,External,Ontario Title Law,415066,2025-04-25,2025-05-12,2025-05-19,External: Payout Delay,Yes
FCT-729263,QC,NBC,External,Maitre Belanger,212597,2025-11-30,2025-12-06,2025-12-23,External: Payout Delay,Yes
FCT-729264,QC,RBC,Internal,Maitre Belanger,170756,2025-10-22,2025-11-10,2025-11-07,None,Yes
FCT-729265,NB,Fairstone,External,West Coast Legal,326521,2025-06-27,2025-07-12,2025-06-29,None (Pre-scheduled),Yes
FCT-729266,ON,Fairstone,External,Smith & Co,589409,2025-09-28,2025-10-15,2025-10-01,None (Pre-scheduled),Yes
FCT-729267,QC,NBC,External,Maitre Tremblay,429148,2025-06-12,2025-07-02,2025-07-06,External: Payout Delay,Yes
FCT-729268,QC,TD,Internal,Maitre Belanger,348001,2025-12-14,2025-12-24,2025-12-28,None,Yes
FCT-729269,QC,BMO,Internal,Maitre Belanger,186811,2025-10-14,2025-11-02,2025-10-27,None,Yes
FCT-729270,QC,ScotiaBank,External,Maitre Cote,653895,2025-01-28,2025-02-16,2025-02-18,External: Payout Delay,Yes
FCT-729271,QC,TD,External,Maitre Belanger,668596,2025-08-31,2025-09-11,2025-09-22,External: Payout Delay,Yes
FCT-729272,QC,BMO,Internal,Maitre Belanger,556438,2025-07-17,2025-08-06,2025-08-03,None,Yes
FCT-729273,QC,RBC,External,Maitre Belanger,280627,2025-06-01,2025-06-15,2025-06-22,External: Payout Delay,Yes
FCT-729274,QC,RBC,Internal,Maitre Lavoie,339983,2025-09-14,2025-09-29,2025-09-28,None,Yes
FCT-729275,QC,NBC,Internal,Maitre Lavoie,401924,2025-12-27,2026-01-08,2026-01-08,None,Yes
FCT-729276,AB,NBC,External,Ontario Title Law,188333,2025-10-24,2025-11-13,2025-11-13,External: Payout Delay,Yes
FCT-729277,QC,NBC,Internal,Maitre Lavoie,391667,2025-06-23,2025-07-07,2025-07-07,None,Yes
FCT-729278,QC,TD,Internal,Maitre Belanger,274170,2025-09-24,2025-10-15,2025-10-11,None,Yes
FCT-729279,QC,BMO,External,Maitre Tremblay,459621,2025-10-06,2025-10-25,2025-10-28,External: Payout Delay,Yes
FCT-729280,ON,NBC,Internal,Maritime Legal,654946,2025-06-04,2025-06-14,2025-06-18,None,Yes
FCT-729281,QC,ScotiaBank,Internal,Maitre Cote,261879,2025-11-20,2025-12-11,2025-12-02,None,Yes
FCT-729282,AB,TD,Internal,Maritime Legal,723562,2025-12-30,2026-01-13,2026-01-16,None,Yes
FCT-729283,QC,NBC,External,Maitre Tremblay,293100,2025-09-01,2025-09-06,2025-09-20,External: Payout Delay,Yes
FCT-729284,QC,NBC,External,Maitre Lavoie,748139,2025-04-04,2025-04-20,2025-04-23,External: Payout Delay,Yes
FCT-729285,ON,ScotiaBank,External,Maritime Legal,582184,2025-03-21,2025-04-04,2025-04-12,External: Payout Delay,Yes
FCT-729286,AB,RBC,Internal,Ontario Title Law,166148,2025-08-30,2025-09-04,2025-09-23,Internal: Processing Backlog,Yes
FCT-729287,QC,RBC,External,Maitre Belanger,474204,2025-09-29,2025-10-06,2025-10-22,External: Payout Delay,Yes
FCT-729288,QC,NBC,Internal,Maitre Cote,499537,2025-11-15,2025-12-05,2025-11-29,None,Yes
FCT-729289,QC,BMO,Internal,Maitre Tremblay,359881,2026-01-09,2026-01-28,2026-01-25,None,Yes
FCT-729290,QC,NBC,Internal,Maitre Cote,706785,2026-01-09,2026-01-15,2026-01-23,None,Yes
FCT-729291,QC,NBC,Internal,Maitre Belanger,284040,2025-06-11,2025-06-26,2025-07-04,Internal: Processing Backlog,Yes
FCT-729292,QC,RBC,Internal,Maitre Tremblay,497191,2025-02-16,2025-03-03,2025-02-28,None,Yes
FCT-729293,QC,NBC,Internal,Maitre Belanger,573334,2025-01-01,2025-01-22,2025-01-14,None,Yes
FCT-729294,QC,RBC,Internal,Maitre Belanger,368321,2025-05-20,2025-05-28,2025-06-16,Internal: Processing Backlog,Yes
FCT-729295,BC,RBC,Internal,West Coast Legal,525611,2025-08-20,2025-08-31,2025-09-06,None,Yes
FCT-729296,QC,NBC,Internal,Maitre Tremblay,490703,2025-07-02,2025-07-20,2025-07-19,None,Yes
FCT-729297,QC,RBC,Internal,Maitre Belanger,283009,2025-08-23,2025-09-10,2025-09-08,None,Yes
FCT-729298,QC,RBC,Internal,Maitre Belanger,305404,2025-12-15,2025-12-30,2025-12-28,None,Yes
FCT-729299,AB,ScotiaBank,Internal,Maritime Legal,376607,2025-06-06,2025-06-27,2025-06-20,None,Yes
FCT-729300,QC,ScotiaBank,Internal,Maitre Tremblay,472223,2026-01-17,2026-01-29,2026-01-29,None,Yes
FCT-729301,NS,BMO,Internal,Ontario Title Law,576633,2025-02-19,2025-03-05,2025-03-03,None,Yes
FCT-729302,NS,TD,Internal,Ontario Title Law,474242,2025-03-14,2025-04-03,2025-03-30,None,Yes
FCT-729303,QC,NBC,Internal,Maitre Cote,203329,2025-03-30,2025-04-04,2025-04-14,None,Yes
FCT-729304,ON,NBC,External,Ontario Title Law,211987,2026-01-03,2026-01-09,2026-01-24,External: Payout Delay,Yes
FCT-729305,QC,TD,External,Maitre Tremblay,476857,2025-11-09,2025-11-27,2025-11-30,External: Payout Delay,Yes
FCT-729306,QC,ScotiaBank,Internal,Maitre Cote,695384,2025-09-23,2025-09-29,2025-10-09,None,Yes
FCT-729307,BC,RBC,External,Ontario Title Law,520228,2025-03-21,2025-03-26,2025-04-13,External: Payout Delay,Yes
FCT-729308,QC,TD,External,Maitre Cote,531285,2025-01-14,2025-01-22,2025-02-02,External: Payout Delay,Yes
FCT-729309,AB,NBC,External,Ontario Title Law,645969,2025-04-03,2025-04-09,2025-04-23,External: Payout Delay,Yes
FCT-729310,ON,TD,External,West Coast Legal,647611,2025-05-31,2025-06-14,2025-06-24,External: Payout Delay,Yes
FCT-729311,QC,RBC,Internal,Maitre Tremblay,353620,2025-05-17,2025-06-02,2025-06-01,None,Yes
FCT-729312,BC,ScotiaBank,External,West Coast Legal,573554,2025-06-10,2025-06-23,2025-07-01,External: Payout Delay,Yes
FCT-729313,QC,ScotiaBank,External,Maitre Cote,249831,2026-01-07,2026-01-19,2026-01-31,External: Payout Delay,Yes
FCT-729314,QC,ScotiaBank,Internal,Maitre Belanger,168372,2025-09-01,2025-09-22,2025-09-14,None,Yes
FCT-729315,QC,ScotiaBank,Internal,Maitre Lavoie,444641,2025-07-25,2025-08-13,2025-08-07,None,Yes
FCT-729316,ON,NBC,External,Ontario Title Law,600570,2025-03-03,2025-03-24,2025-03-23,External: Payout Delay,Yes
FCT-729317,NB,RBC,Internal,Ontario Title Law,614533,2025-06-18,2025-07-04,2025-07-05,None,Yes
